replicate,seed,success,error,change_index,change_date,beta1,beta2,e_mult,i_mult,R_before,R_after,optimizer_success,SSE,RMSE,R2,AIC,BIC
401,1483080598,True,,27,2025-05-28,0.24557173494308945,0.17238681284292198,0.8857595043496753,0.9247475374912728,1.2278586747154472,0.8619340642146098,True,462267513.33058107,1738.2049062979622,0.8852554747191567,2292.9461081690283,2308.0982977759904
402,1822452506,True,,19,2025-05-20,0.27636190628541235,0.17610702817867738,0.9899272707411602,0.9997027638866294,1.3818095314270618,0.8805351408933868,True,706758257.6199427,2149.2638314371293,0.8262400784384507,2357.9014815026367,2373.053671109599
403,1039623630,True,,23,2025-05-24,0.27939930476886093,0.1751749659528446,1.0133621782706042,1.0135792014643725,1.3969965238443045,0.8758748297642229,True,458381007.3231514,1730.8825194766246,0.8898261345528239,2291.6543253916534,2306.8065149986155
404,3374730182,True,,22,2025-05-23,0.2804792321560551,0.17575898392199646,0.9996097551419632,0.9985966166571191,1.4023961607802753,0.8787949196099822,True,416888119.94378334,1650.684389542997,0.8842001271915072,2277.1372503059524,2292.2894399129145
405,1603989056,True,,22,2025-05-23,0.2802201840537072,0.17569651493698604,1.0027122353899476,1.057559111783962,1.4011009202685358,0.8784825746849302,True,405831000.0911874,1628.646737839249,0.8964320113221158,2273.024446398044,2288.176636005006
406,3180652410,True,,22,2025-05-23,0.2801173734916244,0.1740958567903501,1.0001637723358319,0.999945408069462,1.4005868674581219,0.8704792839517506,True,446730582.6124476,1708.7444892356264,0.8890759201718279,2287.7153338799153,2302.8675234868774
407,4046295032,True,,22,2025-05-23,0.28238349525127165,0.17679761463531765,0.9929577242457543,1.0123239884129767,1.4119174762563582,0.8839880731765882,True,498300464.9021702,1804.6788588760924,0.8704015069855686,2304.430208849789,2319.582398456751
408,4102538580,True,,24,2025-05-25,0.2830944813033713,0.17341420563821633,1.0060302480028929,1.0003435165046237,1.4154724065168562,0.8670710281910816,True,695244708.6264229,2131.685498125321,0.8462097208381709,2355.3884873928428,2370.540676999805
409,587021769,True,,21,2025-05-22,0.2798040588437503,0.17060377054920017,0.9992115763045202,1.0002565705065933,1.3990202942187515,0.8530188527460009,True,454476425.87529397,1723.4947508036319,0.8740674902203847,2290.345458129197,2305.4976477361593
410,1432968478,True,,18,2025-05-19,0.27726674032580273,0.17860321734359053,1.00694021243205,0.9971354207063658,1.3863337016290136,0.8930160867179526,True,1026261431.9359717,2589.901746863198,0.730021382395892,2414.968816830387,2430.121006437349
411,1301161094,True,,19,2025-05-20,0.2782527114471939,0.17621319759199133,0.9576693853030326,0.966666426107001,1.3912635572359693,0.8810659879599566,True,728472479.7931235,2182.03071423469,0.8325543786387413,2362.5314401984206,2377.6836298053827
412,2186111899,True,,22,2025-05-23,0.28001575036176657,0.176090082608905,1.10049549800699,1.000930760572601,1.4000787518088327,0.8804504130445249,True,261076401.21937993,1306.2854616492555,0.930476799223647,2205.5325160837224,2220.6847056906845
413,848074192,True,,23,2025-05-24,0.2802228538406643,0.17349189908929918,0.999976291811593,1.000284143172029,1.4011142692033214,0.8674594954464959,True,422061621.62447304,1660.895147309436,0.8918646885393007,2279.0242663014183,2294.1764559083804
414,3835466297,True,,27,2025-05-28,0.2493770662782916,0.1728349007375175,0.7972707700201009,0.8451007918252843,1.2468853313914579,0.8641745036875875,True,623369543.465904,2018.4921950820656,0.8553585348069899,2338.692458519597,2353.844648126559
415,970916522,True,,25,2025-05-26,0.25148432483148697,0.1722212092192478,0.8757284325647322,0.9127514035954428,1.2574216241574347,0.861106046096239,True,567168299.3092859,1925.3525257538436,0.8815297833305688,2324.2364942265003,2339.3886838334624
416,1544062295,True,,40,2025-06-10,0.20508587191337088,0.1735723592904133,0.1544362565242662,2.116154700479053,1.0254293595668544,0.8678617964520664,True,747799806.0002488,2210.7872876815118,0.8040244218337413,2366.537814772187,2381.6900043791493
417,506384291,True,,24,2025-05-25,0.253007960397196,0.17323729835923118,1.0179916229015744,0.9298519068670743,1.2650398019859799,0.8661864917961559,True,638823648.858519,2043.359480462395,0.8467921751634333,2342.439264166368,2357.59145377333
418,1766818810,True,,22,2025-05-23,0.28211380767188643,0.1764760972889115,0.9933574627497567,1.0000400198825203,1.410569038359432,0.8823804864445575,True,635495014.0806723,2038.0289947725978,0.8340732979787467,2341.63996287054,2356.792152477502
419,1243433664,True,,24,2025-05-25,0.23267722526910128,0.17153794251839097,0.21441767465581638,2.13699879121701,1.1633861263455063,0.8576897125919548,True,574717368.714719,1938.1234922826854,0.8741556980648223,2326.259506650175,2341.411696257137
420,362427193,True,,22,2025-05-23,0.282082492751518,0.17407691740610168,0.9993771080265093,0.9999222474908457,1.4104124637575899,0.8703845870305084,True,531314463.6320304,1863.5030327720226,0.8763288457661691,2314.245283991716,2329.397473598678
421,2173897931,True,,20,2025-05-21,0.2799868002932564,0.1721722195702699,0.9999839464398556,1.0002011633209817,1.399934001466282,0.8608610978513495,True,631149048.4001975,2031.0482956065466,0.8650115103853568,2340.5900462000213,2355.7422358069834
422,3699224892,True,,20,2025-05-21,0.2799656649641245,0.17119866834303638,0.999619589063606,0.9998997526125297,1.3998283248206225,0.8559933417151818,True,617512114.1540304,2008.9865330299315,0.8601903182192756,2337.248012410546,2352.400202017508
423,1383107378,True,,22,2025-05-23,0.2775708776206513,0.1744392720544661,1.000446805531932,1.0057864460472858,1.3878543881032563,0.8721963602723305,True,583718824.9928963,1953.242360514388,0.8510649370250581,2328.637282029083,2343.789471636045
424,2908718602,True,,23,2025-05-24,0.2839924102039729,0.175770767878228,1.0004109302154154,0.9794152434200168,1.4199620510198645,0.87885383939114,True,423564051.348874,1663.848698793343,0.8939012971201143,2279.567939458605,2294.720129065567
425,1705518753,True,,24,2025-05-25,0.22504974762655733,0.1758669172623613,0.1555619907284638,1.9950045306269872,1.1252487381327865,0.8793345863118065,True,792074381.402895,2275.29267154698,0.8226159514332139,2375.3383748030456,2390.4905644100077
426,2829809798,True,,23,2025-05-24,0.2799552558059478,0.17462315110728344,0.9995982717400658,0.9995920681751749,1.399776279029739,0.8731157555364172,True,533027666.32090724,1866.5050110690297,0.8751130836884446,2314.7378328261548,2329.890022433117
427,1669230291,True,,15,2025-05-16,0.27999761819362134,0.1781421086924019,0.9977685918674163,1.000946732546357,1.3999880909681066,0.8907105434620095,True,822267275.7591784,2318.252773101896,0.7874718413485873,2381.062134160648,2396.21432376761
428,2471242302,True,,23,2025-05-24,0.26533223072356643,0.17255837676876476,0.9871203018031786,1.0000868631655966,1.326661153617832,0.8627918838438238,True,552006354.5151609,1899.4432526489786,0.8751559316451165,2320.0907257715817,2335.242915378544
429,2246318961,True,,25,2025-05-26,0.28036657127421544,0.17360063470866882,0.9987511064094575,0.9997226742166653,1.4018328563710771,0.8680031735433441,True,385145624.05525887,1586.5975105526568,0.9016324113096026,2265.020203977326,2280.1723935842883
430,2798837821,True,,27,2025-05-28,0.2553274965108316,0.16916926457992681,0.8989074019492744,0.9590981148153804,1.2766374825541578,0.845846322899634,True,1094935295.6658373,2675.1523023845175,0.7391319752244327,2424.8790475131386,2440.0312371201007
431,2395163845,True,,22,2025-05-23,0.28422668107658133,0.17862520294568057,0.9960182777310881,1.0190397762311043,1.4211334053829066,0.8931260147284028,True,560455941.8240545,1913.9254768345013,0.8613051930450781,2322.4149604421114,2337.5671500490735
432,2930303433,True,,23,2025-05-24,0.2804229834055832,0.17708150240237336,1.0001265580657324,1.0011613068878042,1.402114917027916,0.8854075120118667,True,622147514.4896562,2016.512738396512,0.8359633161947625,2338.392229000994,2353.5444186079562
433,2730389266,True,,32,2025-06-02,0.16333229380215208,0.18149862656842192,0.14254912090487903,4.35342915179921,0.8166614690107604,0.9074931328421095,True,1865475348.4492521,3491.7974363169496,0.5146755639068998,2506.400603648918,2521.5527932558803
434,2242999639,True,,23,2025-05-24,0.28011883957007294,0.17355637322706663,0.9881753007822984,0.9998810743811903,1.4005941978503647,0.8677818661353331,True,366868585.0445603,1548.4940714061945,0.9074371561506176,2257.581680265289,2272.733869872251
435,1351785291,True,,23,2025-05-24,0.294199220946253,0.17365180009039338,1.024975877385581,1.0138116965983726,1.470996104731265,0.8682590004519669,True,485081403.97880775,1780.58043701259,0.8877928125101642,2300.316571572115,2315.4687611790773
436,2830208635,True,,23,2025-05-24,0.271192983476099,0.1713750771126358,1.0002769247482781,0.9979086215346683,1.3559649173804948,0.856875385563179,True,948875546.3983401,2490.3415341779723,0.7531379478878188,2402.97359356624,2418.1257831732023
437,2266960023,True,,26,2025-05-27,0.25171078111346484,0.17340141057278757,0.806973905138076,0.7996969026839847,1.258553905567324,0.8670070528639379,True,457523566.3998743,1729.2628797232423,0.8835228411818363,2291.367857776249,2306.520047383211
438,258117894,True,,21,2025-05-22,0.2761826341795666,0.17527212917251328,0.9998752983799576,0.9889851873768887,1.380913170897833,0.8763606458625663,True,350296342.09399056,1513.1155196407562,0.9071186647393527,2250.5093750502133,2265.6615646571754
439,4011799330,True,,18,2025-05-19,0.27371482655644697,0.1780409350567798,0.9828186860659447,1.0175095812505484,1.3685741327822347,0.8902046752838989,True,788097084.802496,2269.5729418942246,0.7973427079796955,2374.568170204435,2389.720359811397
440,3903223600,True,,21,2025-05-22,0.27996913817043434,0.17149579941803297,0.9999278387477719,1.00009686382941,1.3998456908521717,0.8574789970901648,True,865960851.271137,2379.049147224452,0.8198732025205084,2388.983587672394,2404.1357772793563
441,585352440,True,,19,2025-05-20,0.28104862496106575,0.1753791327111833,0.937555722088553,0.9295573592893006,1.4052431248053288,0.8768956635559164,True,732475258.4078491,2188.017365011938,0.8255949602769307,2363.3698365961745,2378.5220262031366
442,1266027175,True,,30,2025-05-31,0.16173268352273837,0.18134983319303244,0.21747084302709158,4.670582361105786,0.8086634176136918,0.9067491659651622,True,2012521726.5753465,3626.8080697773717,0.4815692680140756,2518.0091155678783,2533.1613051748404
443,3935681182,True,,20,2025-05-21,0.2784216059313017,0.17487740994636217,0.9995789054590026,1.0018654147972852,1.3921080296565085,0.8743870497318108,True,774911213.5682284,2250.5064260402705,0.8163469263167822,2371.9866277223573,2387.1388173293194
444,751802350,True,,19,2025-05-20,0.2797349552144668,0.17461782538573078,1.000617870492573,0.9997077631018809,1.398674776072334,0.8730891269286539,True,880963465.3921964,2399.5689501146294,0.7664866130754722,2391.6115852024327,2406.763774809395
445,3582167299,True,,21,2025-05-22,0.27987822104301163,0.1710799516847887,0.9998680338377082,1.000186975642304,1.399391105215058,0.8553997584239434,True,898793068.3468741,2423.7294607689155,0.7451654261355215,2394.677196104247,2409.829385711209
446,1158160671,True,,19,2025-05-20,0.27990517995929937,0.17468229316237127,0.9997907974277268,0.9997652116113823,1.3995258997964968,0.8734114658118564,True,631083231.8644174,2030.94239348382,0.8364200369713914,2340.5740904521913,2355.7262800591534
447,2946735302,True,,24,2025-05-25,0.2800366735762831,0.17276178052972438,0.99973247047798,1.0002839450521561,1.4001833678814153,0.8638089026486219,True,444163190.3238746,1703.827276380368,0.9002408398284255,2286.8334956192734,2301.9856852262355
448,4278061745,True,,24,2025-05-25,0.16569660842528774,0.1790096833748318,0.05631979857702528,4.045508138482055,0.8284830421264386,0.895048416874159,True,1697738863.5981433,3331.1157953181287,0.585989630620547,2491.9851557587995,2507.1373453657616
449,98018164,True,,30,2025-05-31,0.16786053708847104,0.1795278020547026,0.01762455817741642,4.341316745859843,0.8393026854423552,0.8976390102735129,True,1882258919.1185293,3507.4700107900703,0.5376479996217102,2507.77098014625,2522.9231697532123
450,2233712574,True,,20,2025-05-21,0.27210748939966484,0.17663789275576677,0.9988065491984008,1.0006881147325581,1.360537446998324,0.8831894637788338,True,548021669.1944706,1892.5752231093113,0.8637444311278781,2318.9822821547546,2334.1344717617167
451,2372383148,True,,22,2025-05-23,0.2801584009089322,0.17607139676288644,1.0005051448591407,1.0000470824449423,1.400792004544661,0.8803569838144322,True,621321680.4072417,2015.1739418059192,0.8420093341558564,2338.1890030043946,2353.3411926113567
452,3515092981,True,,23,2025-05-24,0.2842366074969996,0.1732122497825639,0.9999459454327971,1.010878295689476,1.4211830374849979,0.8660612489128194,True,360992518.5872699,1536.043041734374,0.914822195211185,2255.111270194913,2270.263459801875
453,2065052442,True,,19,2025-05-20,0.27961707363353705,0.17371987397514632,0.9890395466858003,1.007508628981649,1.3980853681676852,0.8685993698757316,True,565640117.3932832,1922.7569350619044,0.8669378086422523,2323.82369366546,2338.975883272422
454,3213930597,True,,20,2025-05-21,0.27995997636286046,0.17451223708647365,0.9995138521623097,1.0001095682371786,1.3997998818143023,0.8725611854323682,True,884781088.2163405,2404.7625515876957,0.8022087871358512,2392.2731726342186,2407.4253622411807
455,1964349966,True,,27,2025-05-28,0.18923482673657616,0.1746166550955514,0.27955755359306717,3.8538600905647686,0.9461741336828807,0.873083275477757,True,1144691370.8813899,2735.259210191456,0.70699805831932,2431.678334585127,2446.830524192089
456,2318446737,True,,20,2025-05-21,0.284789017096365,0.1738116845501653,0.6948727322162724,1.0001468577844663,1.423945085481825,0.8690584227508265,True,518797005.70272565,1841.4206750854607,0.8794674939037587,2310.59755356441,2325.7497431713723
457,3924526836,True,,20,2025-05-21,0.2797907084392989,0.1750838859388101,0.9996966100873346,0.999822442847424,1.3989535421964943,0.8754194296940505,True,845659401.1756141,2350.996730877945,0.80150123826002,2385.3539653526045,2400.5061549595666
458,1376147201,True,,22,2025-05-23,0.2801227290094393,0.17395470107984587,1.1698809471109364,1.0006423251118883,1.4006136450471964,0.8697735053992293,True,732379832.5955329,2187.8748345081517,0.8429080564208028,2363.3499026799877,2378.50209228695
459,3266037059,True,,20,2025-05-21,0.27998077268623967,0.17578387159445763,0.7424839450764806,0.9942553397933526,1.3999038634311982,0.8789193579722882,True,554917987.6217076,1904.4461010424702,0.8636610804828532,2320.895624310279,2336.047813917241
460,2139766713,True,,18,2025-05-19,0.2793735843996053,0.17838929823190247,1.3551222804826693,0.6895060817923648,1.3968679219980265,0.8919464911595123,True,839977301.9330013,2343.0850870278477,0.762106087288195,2384.322468499974,2399.474658106936
461,1178713525,True,,18,2025-05-19,0.27986251840093374,0.174990102550801,0.999743093020655,0.9996422623400022,1.3993125920046685,0.8749505127540049,True,822547697.4270184,2318.6480417159178,0.7818483301343,2381.1143035733717,2396.266493180334
462,4051353659,True,,23,2025-05-24,0.2805609712426482,0.17476058961679822,0.9993062629449669,0.9995284400572985,1.4028048562132411,0.8738029480839911,True,494726918.60411704,1798.196116090326,0.8747781360699247,2303.3290208002218,2318.481210407184
463,225763729,True,,15,2025-05-16,0.2745120744047444,0.17853484712823248,1.0143161662273446,1.0160216051844868,1.3725603720237218,0.8926742356411623,True,891905511.7754506,2414.4249396868877,0.7772035151301311,2393.50022376084,2408.652413367802
464,17398593,True,,25,2025-05-26,0.24057680618382807,0.17099645300317612,1.9661804853471454,1.181213486384278,1.2028840309191402,0.8549822650158806,True,999019600.4468431,2555.2964352891795,0.7619775234059774,2410.8525963695092,2426.0047859764713
465,1835760507,True,,19,2025-05-20,0.279954714391727,0.1767530708523318,1.000900428925301,0.9991542981418113,1.3997735719586348,0.8837653542616589,True,610312795.0191474,1997.2412264083214,0.8361918713346381,2335.4537688780533,2350.6059584850154
466,777066049,True,,23,2025-05-24,0.2821287720543513,0.17479755231210278,0.9997120215485323,1.0060261952309726,1.4106438602717564,0.8739877615605138,True,698620852.7362417,2136.8550171429883,0.8447131450903653,2356.129665126603,2371.281854733565
467,3646167997,True,,23,2025-05-24,0.29125106823405383,0.1762952623854647,1.0198308879463616,1.0123557795942921,1.456255341170269,0.8814763119273235,True,415951057.3697349,1648.8281784023743,0.8990294527536206,2276.7929566218063,2291.9451462287684
468,2714882568,True,,21,2025-05-22,0.2797437199500165,0.16954516243041598,0.9997910933149513,0.9922012970088686,1.3987185997500824,0.8477258121520799,True,1738231590.7798865,3370.6068874033685,0.5906455346852377,2495.591516279265,2510.743705886227
469,1010215179,True,,26,2025-05-27,0.2175546576070595,0.17768921378542343,0.220525665683919,1.8965538354102536,1.0877732880352975,0.8884460689271171,True,644700371.025111,2052.7366892021987,0.8165588935468698,2343.840320571464,2358.992510178426
470,3801115529,True,,24,2025-05-25,0.2744509676337974,0.17258332072564947,0.9863923264052809,0.998896167288599,1.372254838168987,0.8629166036282473,True,405875007.191301,1628.735038236651,0.9043262550456482,2273.041036361069,2288.193225968031
471,2946762390,True,,23,2025-05-24,0.2901709581845727,0.17431566976240337,1.01803832380184,1.0100986700252157,1.4508547909228635,0.8715783488120168,True,574300954.1343048,1937.421226118305,0.8674023971555923,2326.148609491573,2341.300799098535
472,570924817,True,,17,2025-05-18,0.2799777965959182,0.17426617214139287,0.9985548045354696,1.0000006477141763,1.3998889829795909,0.8713308607069643,True,1054583489.348379,2625.3956929881347,0.732060310052741,2419.133992578565,2434.286182185527
473,4148437890,True,,27,2025-05-28,0.18055220708092246,0.17910404537197747,0.1638191355504617,4.396355364168186,0.9027610354046123,0.8955202268598873,True,1294878176.1826644,2909.167587727023,0.6634901900571284,2450.540413676689,2465.692603283651
474,3253067746,True,,23,2025-05-24,0.15545712557504565,0.18647985743400206,0.24790232978023027,3.754416827328986,0.7772856278752283,0.9323992871700102,True,2133335336.7202766,3734.0819773885546,0.4816115379677446,2526.928727119818,2542.0809167267803
475,4094181413,True,,19,2025-05-20,0.27293078546478994,0.17683439769213893,0.9986471020118494,1.0107755365475612,1.3646539273239495,0.8841719884606947,True,682263519.1865185,2111.6909545417825,0.8113865733212717,2352.50475756781,2367.656947174772
476,988925232,True,,23,2025-05-24,0.2811658621253348,0.1744823537549564,0.9956506159117212,0.9980355191647453,1.405829310626674,0.872411768774782,True,575768495.3248513,1939.8950435270947,0.8572195413913651,2326.5390796916613,2341.6912692986234
477,1273631264,True,,22,2025-05-23,0.2800171402629584,0.17552127068468756,0.9997709863733134,0.9978437139750544,1.4000857013147918,0.8776063534234377,True,356911865.2251359,1527.3366652618458,0.9056626182808647,2253.3719112981303,2268.5241009050924
478,4116803083,True,,23,2025-05-24,0.2796376057476758,0.17457108784990624,0.9996052681202076,1.0000896639319095,1.398188028738379,0.8728554392495311,True,718409912.983531,2166.9078492966282,0.8095934500184749,2360.4032816806453,2375.5554712876074
479,1924450479,True,,23,2025-05-24,0.27994920588049554,0.1748232298407024,1.0000054068807782,0.9999270139920375,1.3997460294024777,0.8741161492035119,True,497402821.6419531,1803.0526432306772,0.8670778868336054,2304.1543446282362,2319.3065342351983
480,704361797,True,,21,2025-05-22,0.2795473896069131,0.1719724360448194,0.9999432949661443,0.9991359686758526,1.3977369480345654,0.859862180224097,True,559942400.9507619,1913.0484192984095,0.8812443481107922,2322.274703613595,2337.4268932205573
481,2097727308,True,,20,2025-05-21,0.2800405947647439,0.17815807787227786,1.0001043514489485,0.9999318178091752,1.4002029738237194,0.8907903893613892,True,621162237.7337456,2014.915359700379,0.8319130944341422,2338.149735326443,2353.301924933405
482,910831129,True,,23,2025-05-24,0.2804659615222803,0.17566785488900294,0.9994106115737502,0.9993677086208481,1.4023298076114015,0.8783392744450147,True,458633300.1462993,1731.3587926625898,0.8878152967953545,2291.7385133974485,2306.8907030044106
483,3505102094,True,,26,2025-05-27,0.2572431053938103,0.17137338619245462,0.8024765377742583,0.8692482798945039,1.2862155269690514,0.8568669309622731,True,531705259.09455276,1864.188234020326,0.8772037081755176,2314.3577780634273,2329.5099676703894
484,2845564446,True,,20,2025-05-21,0.2779098640210647,0.16869442124437153,0.9963814857184753,0.993911815445207,1.3895493201053235,0.8434721062218576,True,1248772384.5242395,2856.905845484298,0.7043070254367139,2444.993300463588,2460.1454900705503
485,1548935597,True,,22,2025-05-23,0.28862293355361235,0.17364801463071963,0.9970606677890913,0.9985606314773625,1.4431146677680617,0.8682400731535981,True,513845469.8663209,1832.6121038859496,0.8830389244912984,2309.1302678248694,2324.2824574318315
486,2841948198,True,,23,2025-05-24,0.2806428073802614,0.17372118511479837,0.999579801509309,1.0017885529509152,1.403214036901307,0.8686059255739917,True,517411726.6852395,1838.960573641206,0.8722316383962943,2310.188470318309,2325.340659925271
487,597864401,True,,22,2025-05-23,0.2798197711550912,0.17493496987248308,0.9998232278092789,0.9986591227166407,1.399098855775456,0.8746748493624154,True,526152290.4081397,1854.4281757125916,0.8716355160676417,2312.7514899330713,2327.9036795400334
488,235012668,True,,23,2025-05-24,0.2810223409582886,0.1741396452901835,1.0229463610676681,1.0076148475582187,1.405111704791443,0.8706982264509174,True,588775163.3444824,1961.6838894149284,0.8569397835168292,2329.9569042553803,2345.1090938623424
489,423780640,True,,23,2025-05-24,0.2804204315872529,0.17324128369651726,1.0003339765263686,0.9999179816766494,1.4021021579362642,0.8662064184825863,True,362998979.1784264,1540.3059266169869,0.9086735443262152,2255.95931677377,2271.111506380732
490,1241384771,True,,20,2025-05-21,0.27994687921333267,0.17265632259771901,0.9999175290648377,0.9998170387274373,1.3997343960666633,0.8632816129885951,True,760556795.0704796,2229.564855505463,0.829567104377513,2369.1258842860475,2384.2780738930096
491,187796496,True,,23,2025-05-24,0.2800210151191687,0.17515733319180607,1.059960817021809,1.000179313728531,1.4001050755958435,0.8757866659590303,True,546693615.1751071,1890.280636174807,0.8764716687367645,2318.611058024525,2333.763247631487
492,2362529210,True,,21,2025-05-22,0.2799265246269981,0.17429738186513874,0.9995972882950821,0.9997277269841536,1.3996326231349903,0.8714869093256936,True,519084245.4677535,1841.9303696712705,0.8730472358778014,2310.682240873525,2325.8344304804873
493,3129458947,True,,21,2025-05-22,0.28888040017071687,0.17406327895916704,0.9999484956507255,1.0017806340202637,1.4444020008535843,0.8703163947958351,True,400612386.6234409,1618.1414066508262,0.8995772107317532,2271.0442478640925,2286.1964374710547
494,331529665,True,,24,2025-05-25,0.28120224796114046,0.17158082206004033,1.0471851565101225,1.0116349895458134,1.4060112398057023,0.8579041103002016,True,417387139.3066573,1651.6720371623917,0.9052760233515654,2277.3202833535674,2292.4724729605296
495,685246410,True,,23,2025-05-24,0.2557724743188974,0.17511582686899582,0.858860512301761,0.8843641843675732,1.278862371594487,0.875579134344979,True,544317881.4322245,1886.1689245598666,0.8698529828191833,2317.944726206185,2333.096915813147
496,630840322,True,,23,2025-05-24,0.28000387162311813,0.17386226432338645,1.0330719277115898,0.9996772891038299,1.4000193581155906,0.8693113216169321,True,598076031.4779866,1977.1175154225816,0.8604243657864294,2332.354950383181,2347.507139990143
497,654045592,True,,21,2025-05-22,0.2623837224392978,0.17761288206876244,1.0015817960808802,1.026871018658186,1.311918612196489,0.8880644103438121,True,752449888.8470161,2217.650362369835,0.8313758065112442,2367.4862768267194,2382.6384664336815
498,4225190238,True,,33,2025-06-03,0.20636437444719388,0.17589487209747345,0.6638852461492513,1.7860001969496815,1.0318218722359693,0.8794743604873673,True,652604567.4278032,2065.281900756767,0.8175084743599785,2345.7047349870654,2360.8569245940275
499,2661821535,True,,25,2025-05-26,0.27970683707313265,0.1733272751097489,0.9998302003349844,1.0009082490655166,1.3985341853656632,0.8666363755487445,True,830465173.7700963,2329.780451618935,0.828016432074275,2382.5799704962233,2397.7321601031854
500,4063661216,True,,21,2025-05-22,0.27027421522589073,0.17572092237070489,0.9943107139750906,0.972751046693777,1.3513710761294535,0.8786046118535243,True,517142897.0288593,1838.4827806724613,0.8654954159295563,2310.108956027987,2325.261145634949
