replicate,seed,success,error,change_index,change_date,beta1,beta2,e_mult,i_mult,R_before,R_after,optimizer_success,SSE,RMSE,R2,AIC,BIC
72,4110448763,True,,20,2025-05-21,0.2796244606480378,0.17511323068979714,0.9991979419887829,0.9983152920367506,1.398122303240189,0.8755661534489857,True,637607781.6779056,2041.414000656852,0.8339210887815619,2342.1477831977113,2357.2999728046734
73,807670956,True,,20,2025-05-21,0.27849917563621757,0.17542832024861876,0.9999806041138093,0.9999304117492762,1.3924958781810877,0.8771416012430938,True,811876712.0775152,2303.5589289333857,0.813770788184752,2379.1164333167103,2394.2686229236724
74,2075625311,True,,23,2025-05-24,0.2850166559904076,0.1751942583037455,0.9996393546975757,1.0140851022761066,1.4250832799520379,0.8759712915187274,True,628366024.1274059,2026.565438853851,0.8543750561328923,2339.913907555877,2355.066097162839
75,3927951181,True,,22,2025-05-23,0.26270324119415084,0.17635206811486065,0.9996725106501773,0.9994590542176757,1.3135162059707541,0.8817603405743032,True,453096756.61297727,1720.8767271041643,0.8722688564879996,2289.880284490725,2305.032474097687
76,77513222,True,,23,2025-05-24,0.2882202883339094,0.1751858566746987,1.0148118076129555,1.0079510136633243,1.441101441669547,0.8759292833734934,True,543367383.3308666,1884.5213732096793,0.8521134923241331,2317.677321192552,2332.829510799514
77,2784427174,True,,18,2025-05-19,0.28073706512076524,0.1770145716349188,0.9589901510490668,0.9588522388573889,1.4036853256038262,0.8850728581745939,True,687241395.1696014,2119.3805285124986,0.8302298741764487,2353.6170111589413,2368.7692007659034
78,3125884881,True,,15,2025-05-16,0.2800415129580758,0.17850046243261097,1.0028267316699915,0.9974983685356814,1.400207564790379,0.8925023121630549,True,1057782165.244385,2629.3742455508145,0.7277153790400002,2419.597357228607,2434.749546835569
79,2531177495,True,,20,2025-05-21,0.27849877833199416,0.17823058925870136,0.9956752325860918,1.000001132256036,1.3924938916599707,0.8911529462935067,True,840640373.953862,2344.0097118207955,0.7998424733968243,2384.4431979507126,2399.5953875576747
80,2419428363,True,,24,2025-05-25,0.24744004781681508,0.17290541685609567,1.0018635293366045,0.9343960982004239,1.2372002390840753,0.8645270842804783,True,420312202.2833246,1657.449419142314,0.9067313969259725,2278.3887728033856,2293.5409624103477
81,3382311565,True,,19,2025-05-20,0.26676491403879193,0.1764560461852418,1.0188598038733903,0.857477472785434,1.3338245701939595,0.882280230926209,True,532081896.72929454,1864.8483733931355,0.8527904055904392,2314.466118458793,2329.618308065755
82,3238065248,True,,22,2025-05-23,0.2824075539852402,0.1762469980232024,0.9853269487589875,1.0166627718617773,1.412037769926201,0.8812349901160119,True,656082140.0412548,2070.7772845869113,0.8436724515544138,2346.517870566699,2361.670060173661
83,1737059466,True,,22,2025-05-23,0.2811061663469917,0.17561026015353898,0.9937946554916309,1.0011555952584272,1.4055308317349584,0.8780513007676949,True,524511656.68647736,1851.5347046860113,0.8603001876511545,2312.273664146566,2327.425853753528
84,2977342919,True,,20,2025-05-21,0.26980868301330313,0.17746799765049337,0.9991408303752948,1.0006475226099982,1.3490434150665156,0.8873399882524668,True,774421153.4457421,2249.7946942581316,0.8064392450806002,2371.8898386758788,2387.042028282841
85,3673400919,True,,20,2025-05-21,0.2798652308079417,0.17293964678928914,1.0002773927905233,1.0000597860047336,1.3993261540397084,0.8646982339464456,True,637839795.8307408,2041.785384032633,0.8420930648010523,2342.2034470546996,2357.3556366616617
86,3460010434,True,,20,2025-05-21,0.27885123048330357,0.17261303864843053,1.0003361140739275,1.0005726437443228,1.3942561524165178,0.8630651932421526,True,487599982.3342879,1785.1969048575545,0.8764140704430077,2301.1089036862013,2316.2610932931634
87,4234114229,True,,22,2025-05-23,0.27998301782251805,0.17399914243139297,0.9999192840789393,0.9998231699183301,1.3999150891125902,0.8699957121569648,True,544133821.5981504,1885.8499957642068,0.8460243761622678,2317.8929808603816,2333.0451704673437
88,3133986160,True,,44,2025-06-14,0.19401048344452357,0.17327148489489733,0.025438219396771957,2.770409055191771,0.9700524172226178,0.8663574244744866,True,963595460.2222456,2509.5835399396938,0.7650879681098647,2405.328861993133,2420.4810516000953
89,3078493512,True,,22,2025-05-23,0.2926528364715908,0.17578149525532058,1.0048195173095629,0.9993475051601282,1.463264182357954,0.8789074762766028,True,586901069.0922734,1958.5593429736816,0.8479100388614752,2329.4691225761308,2344.621312183093
90,3606011007,True,,24,2025-05-25,0.28139639678177547,0.17347071738836647,0.9937559254390411,1.0171281392700942,1.4069819839088773,0.8673535869418323,True,523618720.8326602,1849.9579942813898,0.8801222445170934,2312.0129728783486,2327.1651624853107
91,3606855648,True,,24,2025-05-25,0.1624556785866472,0.18301723108837176,0.10612250501214383,3.74456564305053,0.8122783929332359,0.9150861554418588,True,1833771241.799478,3461.998404525595,0.5442547735012797,2503.777990114096,2518.9301797210583
92,97172485,True,,24,2025-05-25,0.2803840979197889,0.17434171130074244,0.9490716848062528,1.0065135720218354,1.4019204895989446,0.8717085565037122,True,377641666.1420519,1571.0653022503486,0.9024693988708329,2262.009816639962,2277.162006246924
93,1945050147,True,,19,2025-05-20,0.2794993243339767,0.17427903818626328,0.9997013448365085,0.9989108346047144,1.3974966216698832,0.8713951909313163,True,609867218.0506592,1996.5120206743356,0.8516143553742415,2335.342025891807,2350.4942154987693
94,4180341016,True,,22,2025-05-23,0.28010453459505746,0.17371596288309463,1.000033689174685,1.0000884089395357,1.4005226729752873,0.868579814415473,True,440799980.2339103,1697.364316357528,0.9035609057235316,2285.6705689840787,2300.822758591041
95,3665565515,True,,22,2025-05-23,0.2634205320161741,0.17423309624221492,0.9996453430554426,0.9992285077242704,1.3171026600808704,0.8711654812110745,True,432583251.2078338,1681.4700446818292,0.8853626941303029,2282.7916572125987,2297.943846819561
96,2924385244,True,,22,2025-05-23,0.282510477753257,0.17370858500376965,1.0001406044301904,0.9989939859453748,1.412552388766285,0.8685429250188482,True,494281099.38166773,1797.3857184241822,0.8840149830857739,2303.191083909086,2318.343273516048
97,1059361958,True,,22,2025-05-23,0.27994158899535365,0.1728718616218049,0.9996956481279882,0.9995769246473428,1.3997079449767682,0.8643593081090245,True,441081003.883548,1697.9052913292435,0.9039853531245592,2285.7680801462975,2300.9202697532596
98,1528639895,True,,23,2025-05-24,0.27983675978707295,0.1724539368266905,1.000011947097782,1.000185664137825,1.3991837989353646,0.8622696841334524,True,533961334.7131678,1868.1390109246024,0.8773214814038526,2315.005598098971,2330.157787705933
99,3867938120,True,,23,2025-05-24,0.293238170480127,0.1751384105044036,1.0324996942547717,1.0137000340556919,1.466190852400635,0.875692052522018,True,693809104.1834297,2129.4835118738715,0.832495622186628,2355.072232463109,2370.224422070071
100,1183369244,True,,20,2025-05-21,0.2807315905170016,0.1744305854103342,0.9959725107655476,0.9357873117245322,1.403657952585008,0.872152927051671,True,586410726.8422153,1957.7410065281695,0.8588911690713636,2329.3412411913423,2344.4934307983044
101,1846651623,True,,22,2025-05-23,0.2843678466491148,0.17435120314797833,0.9998052500640089,1.0104309431978067,1.4218392332455738,0.8717560157398916,True,489893129.0525515,1789.3898055372026,0.8819105205778442,2301.826764686841,2316.9789542938033
102,2800544860,True,,18,2025-05-19,0.27080901387266015,0.1790734495340259,0.974672773236964,1.0261280639521122,1.3540450693633006,0.8953672476701294,True,799567534.7182982,2286.029658483459,0.7758689233188913,2376.778976380021,2391.931165986983
103,2631581443,True,,23,2025-05-24,0.2802862383208123,0.17393228931165264,0.9998441899805243,0.9998310848090801,1.4014311916040614,0.8696614465582632,True,368713063.90611696,1552.381817265304,0.9015370076341565,2258.3489801501855,2273.5011697571476
104,1478087729,True,,22,2025-05-23,0.28350154413152084,0.17480849614349322,1.0002601224307157,1.000434260904786,1.417507720657604,0.874042480717466,True,516840024.0765747,1837.9443335012918,0.8774109867044254,2310.0193228975377,2325.1715125045
105,1430259995,True,,22,2025-05-23,0.26778489961423146,0.1747257154013844,0.9996421305519225,0.9998086204713394,1.3389244980711572,0.873628577006922,True,400609967.849882,1618.1365217250384,0.9028977125461294,2271.043324094673,2286.1955137016353
106,988821504,True,,23,2025-05-24,0.2804126232920646,0.1772193463933628,0.9997621247608441,0.9967366719129238,1.402063116460323,0.8860967319668139,True,608406297.4968857,1994.1192914030137,0.8495372970436601,2334.9750788162664,2350.1272684232285
107,1426783956,True,,23,2025-05-24,0.2800233979886603,0.17509892929944318,1.000045002455218,1.000275198396105,1.4001169899433015,0.8754946464972159,True,506547382.86613625,1819.5513755526115,0.8600033545991229,2306.9416473373262,2322.0938369442883
108,2353972596,True,,24,2025-05-25,0.2443953918868672,0.17345960687821446,1.0004811190619127,0.9485528610445388,1.221976959434336,0.8672980343910722,True,523927208.6526914,1850.5028616209336,0.8816933083437222,2312.1030856581333,2327.2552752650954
109,3639626595,True,,23,2025-05-24,0.2825799153234744,0.1764071160374707,1.0052988677595658,1.0015183356524515,1.4128995766173718,0.8820355801873534,True,615412429.865778,2005.568114818098,0.848624675538834,2336.7268904842595,2351.8790800912216
110,3994139880,True,,19,2025-05-20,0.2710983649282201,0.17715682329473992,1.0253104093199283,1.0008864247921025,1.3554918246411003,0.8857841164736996,True,732894406.5622725,2188.643305798104,0.8017760435876496,2363.457363547099,2378.609553154061
111,4273072636,True,,22,2025-05-23,0.2798918381969589,0.17546141254575148,1.000110854342772,0.9999644629325036,1.3994591909847944,0.8773070627287574,True,452216561.58394504,1719.2044093714555,0.8756605481089442,2289.5827744924327,2304.734964099395
112,2467824599,True,,19,2025-05-20,0.2794741648379366,0.17508552501539426,0.98386441058348,1.003551689769052,1.3973708241896827,0.8754276250769712,True,762541930.8217127,2232.472662403105,0.8219154627550136,2369.524710621804,2384.676900228766
113,1500567861,True,,24,2025-05-25,0.2803389401134288,0.17131215580832626,1.160640171185262,1.0011713825707886,1.4016947005671438,0.8565607790416313,True,338111229.39738053,1486.5656111731996,0.9274756019251482,2245.092476523466,2260.244666130428
114,3485676707,True,,25,2025-05-26,0.2800284731698333,0.17085360229341287,0.9993374352498681,1.0003435956655438,1.4001423658491665,0.8542680114670643,True,374426347.253242,1564.3628184660256,0.9074069358378959,2260.701565847364,2275.853755454326
115,1359383236,True,,22,2025-05-23,0.2800114025954553,0.17775203870767622,1.0005347069537482,0.9997517444662157,1.4000570129772765,0.8887601935383811,True,555655158.7590622,1905.7106453459087,0.8527335746850456,2321.0987396133046,2336.2509292202667
116,2759487409,True,,23,2025-05-24,0.28424374901594884,0.17122526727199133,0.9743322943483606,1.0106430704549005,1.4212187450797442,0.8561263363599566,True,482889593.7748105,1776.5531615414932,0.8883502080339223,2299.623684006014,2314.7758736129763
117,285167044,True,,22,2025-05-23,0.28511168806424264,0.17594409526246751,1.0002493895275515,0.9990166910347259,1.4255584403212131,0.8797204763123375,True,623287481.6883891,2018.3593312688874,0.8557945184764791,2338.6723159274893,2353.8245055344514
118,3187996821,True,,23,2025-05-24,0.2797744457145415,0.1764813503521757,0.9997278609509205,0.9998284561637751,1.3988722285727075,0.8824067517608783,True,500516562.8434,1808.6873925429431,0.8668952538821623,2305.109139088187,2320.261328695149
119,2197749596,True,,20,2025-05-21,0.2703984248265668,0.17677628659551597,0.9970352777283105,0.9563382951095419,1.3519921241328339,0.8838814329775798,True,616816763.9648911,2007.8551036908984,0.8311368378555819,2337.0756295196024,2352.2278191265646
120,2782719921,True,,21,2025-05-22,0.25519837185848726,0.17767886622414358,1.0463159677977742,0.8123456546883957,1.2759918592924362,0.8883943311207179,True,575876274.2838995,1940.0766009469387,0.850775620177452,2326.567717308429,2341.719906915391
121,3456805987,True,,20,2025-05-21,0.2801737703745068,0.17752501735057266,1.0000433064529521,0.9790882454403637,1.4008688518725338,0.8876250867528632,True,403732101.5787631,1624.4297170833677,0.8854603802328616,2272.231099489664,2287.383289096626
122,2211426274,True,,25,2025-05-26,0.28031255606958366,0.17474535716784168,0.999574202680156,1.000269018823518,1.4015627803479183,0.8737267858392084,True,635542562.8092804,2038.1052376012826,0.8372971069803599,2341.6514101410417,2356.8035997480038
123,1734889948,True,,27,2025-05-28,0.2025081431827062,0.17655509956042426,0.13560370759693183,2.454530465993894,1.012540715913531,0.8827754978021213,True,883279220.8333333,2402.7207084536985,0.7797242329408294,2392.0132428527604,2407.1654324597225
124,948981809,True,,22,2025-05-23,0.28030615063085224,0.17785937576909644,1.0268713507698448,1.0011608877205564,1.4015307531542611,0.8892968788454821,True,560942439.108659,1914.7559770609366,0.8410511722140182,2322.5477127101362,2337.6999023170983
125,3252230622,True,,19,2025-05-20,0.27979613132947456,0.17622110256818643,1.000120135943607,1.0000181757379552,1.3989806566473728,0.8811055128409321,True,615098210.5586996,2005.0560446565385,0.8374102349193037,2336.6487512899307,2351.800940896893
126,2458931244,True,,27,2025-05-28,0.24719051971122952,0.17148521447376694,0.958750138615159,0.9594489619263454,1.2359525985561475,0.8574260723688346,True,627433503.9810241,2025.0611287167046,0.8596692269736672,2339.6866808283185,2354.8388704352806
127,1302278117,True,,21,2025-05-22,0.2779988830407002,0.1744744454667903,1.0001437569663605,0.9939333620225806,1.3899944152035009,0.8723722273339515,True,382038119.10505795,1580.1839040508207,0.8998413363262573,2263.780733350254,2278.9329229572163
128,2412613269,True,,19,2025-05-20,0.21239662332375026,0.18367728002180803,3.3434684175381553,0.060642757299136645,1.0619831166187512,0.91838640010904,True,1598754983.365118,3232.5499186002685,0.5025245416010037,2482.7941252942583,2497.9463149012204
129,4139435944,True,,23,2025-05-24,0.281112751336197,0.175062360856361,1.0012963594608928,0.9991610954845792,1.4055637566809849,0.875311804281805,True,482836767.60433125,1776.4559850148203,0.8776096776329275,2299.606945508621,2314.759135115583
130,2549041671,True,,26,2025-05-27,0.18857906993403395,0.17859174042462703,0.08913868865348269,3.720334983443515,0.9428953496701697,0.8929587021231351,True,1131955901.17127,2720.0008424297885,0.7078323826631099,2429.9665655160898,2445.118755123052
131,3530035039,True,,23,2025-05-24,0.28006856104349787,0.17597758134783756,0.9994151734092749,0.9998705532458382,1.4003428052174893,0.8798879067391877,True,475290749.6247729,1762.519641803635,0.8709121480638757,2297.1969017464835,2312.3490913534456
132,3797459892,True,,21,2025-05-22,0.2797864303470779,0.17808096151605415,0.9985619337412199,0.9994769560011734,1.3989321517353894,0.8904048075802707,True,349181390.3290272,1510.7055667270333,0.8917463535681569,2250.021617523114,2265.173807130076
133,701838636,True,,29,2025-05-30,0.20731143406719604,0.17728362584331808,0.13863230668733373,2.3733654761906338,1.0365571703359802,0.8864181292165904,True,833455610.5652303,2333.97135613872,0.7863005873823905,2383.129921343139,2398.282110950101
134,1508966051,True,,22,2025-05-23,0.26831191012509886,0.17251009679411516,1.0338977619020895,0.9995083919092917,1.3415595506254943,0.8625504839705758,True,572114092.5161119,1933.7289867566637,0.8711262133336096,2325.5648937868677,2340.71708339383
135,1638558315,True,,23,2025-05-24,0.28190969396759014,0.1747256948693856,0.9999352417991039,1.0053477699115307,1.4095484698379506,0.873628474346928,True,600022729.6790385,1980.332595157868,0.8526059812408607,2332.852146601934,2348.004336208896
136,1083143769,True,,23,2025-05-24,0.28267029996846366,0.17531320935138983,0.9999785554669963,1.007826755563831,1.4133514998423182,0.8765660467569492,True,487731492.4449194,1785.4376304759949,0.8785541767056645,2301.150163601561,2316.302353208523
137,741387734,True,,19,2025-05-20,0.2799939120110566,0.1738610518402609,0.9998183595739008,0.9999918564995375,1.399969560055283,0.8693052592013045,True,766570857.0659778,2238.3625800229315,0.8128397302461602,2370.3309652639987,2385.483154870961
138,3793414037,True,,23,2025-05-24,0.28019928881272543,0.17567559729969645,0.9994964746934842,0.9978103856966699,1.400996444063627,0.8783779864984822,True,490900900.9423231,1791.2293601150188,0.8705060185180111,2302.1411816769173,2317.2933712838794
139,4113115621,True,,24,2025-05-25,0.2802622230330002,0.1723366411639147,1.149949812989405,0.9980777358454965,1.4013111151650008,0.8616832058195735,True,378874257.6958167,1573.6271279693785,0.9205152547658727,2262.508382945466,2277.660572552428
140,2568806956,True,,20,2025-05-21,0.26389823523843176,0.17620680384192502,1.0003031874347144,0.9387843800752993,1.3194911761921586,0.8810340192096251,True,636489291.8914623,2039.6226933716803,0.8333879664993167,2341.8791553437804,2357.0313449507426
141,3778532194,True,,23,2025-05-24,0.2854816169315373,0.17519551758374574,1.0022495675695293,0.9746098242505987,1.4274080846576864,0.8759775879187287,True,736241909.4914756,2193.6359370067066,0.8322059824193236,2364.15460154868,2379.3067911556423
142,959961262,True,,26,2025-05-27,0.25611476183898413,0.17092936912160206,0.7482616144773133,0.9614493700341545,1.2805738091949206,0.8546468456080103,True,415985342.7807015,1648.8961306119525,0.8969719101013901,2276.805567364358,2291.95775697132
143,3103802963,True,,25,2025-05-26,0.27989066805962654,0.17412211741204806,0.9997314460857125,1.0003017659635647,1.3994533402981326,0.8706105870602402,True,484301419.95713025,1779.1483237464324,0.8835739551831171,2300.070358047131,2315.222547654093
144,4003868800,True,,19,2025-05-20,0.2672330912798569,0.17820139131010207,0.9981451244556057,1.0374242184794695,1.3361654563992844,0.8910069565505103,True,592550167.7179947,1967.9626300287075,0.8375632809262563,2330.9347511193596,2346.0869407263217
145,55198694,True,,23,2025-05-24,0.27977672318770896,0.17221006192801952,0.9997528706779986,1.0001392173901567,1.3988836159385447,0.8610503096400975,True,505872388.05703247,1818.3386586378633,0.885016876733887,2306.737632710072,2321.889822317034
146,3924944108,True,,22,2025-05-23,0.27995577868622595,0.1766502477123764,1.0670700828462811,1.0004196198941695,1.3997788934311297,0.8832512385618819,True,442926344.6058103,1701.4533284213662,0.8789478032384384,2286.4068475526724,2301.5590371596345
147,3545189070,True,,22,2025-05-23,0.27988871286114114,0.1741164464568936,1.000325638635813,1.000006833601905,1.3994435643057057,0.8705822322844678,True,476395952.4573903,1764.5676625364124,0.8673406384950434,2297.5522626211014,2312.7044522280635
148,3857021651,True,,22,2025-05-23,0.2641436998646231,0.17302652240430272,0.9987880993440021,0.9994679514916294,1.3207184993231154,0.8651326120215136,True,501658068.6766032,1810.7487143121289,0.8792313330796391,2305.457682071649,2320.609871678611
149,2485191386,True,,26,2025-05-27,0.1516124854825291,0.18184951933390092,0.06935573220752331,6.133739303072633,0.7580624274126454,0.9092475966695046,True,2007655810.3798432,3622.4209309763337,0.5177735589993813,2517.63874110823,2532.790930715192
150,1728459607,True,,23,2025-05-24,0.2798400657514841,0.1752036701261488,0.9998914690227506,0.999919702384605,1.3992003287574206,0.876018350630744,True,484668581.7947638,1779.8226058971463,0.8779842119130761,2300.1863074856997,2315.338497092662
151,1368349332,True,,23,2025-05-24,0.2804657322369483,0.17308248788847957,1.051890247663236,1.0040012218953989,1.4023286611847414,0.8654124394423979,True,559513201.0636433,1912.3150960445196,0.874682289866666,2322.1573830412945,2337.3095726482566
152,3461530221,True,,27,2025-05-28,0.2620028329470847,0.17236153231966825,0.9818611725447077,0.9999432608857253,1.3100141647354235,0.8618076615983412,True,534045167.3421838,1868.2856553049362,0.8721242834678281,2315.0296174139116,2330.1818070208737
153,759653634,True,,23,2025-05-24,0.16918498244056873,0.17711647901068978,0.23528808007153343,3.524906419110369,0.8459249122028436,0.8855823950534488,True,1452060161.1451807,3080.680004241043,0.5951290158358122,2468.0691234522546,2483.2213130592168
154,2766092603,True,,23,2025-05-24,0.28039493035338336,0.17897453677769845,0.9974378121267676,0.9968957857214491,1.4019746517669167,0.8948726838884922,True,411304974.955446,1639.5937942570756,0.8616633951516601,2275.0743639353464,2290.2265535423085
155,2315172173,True,,23,2025-05-24,0.2800401907578677,0.17571746573271452,1.000059488881926,1.0002038560223563,1.4002009537893383,0.8785873286635726,True,530261610.98118633,1861.6557585320998,0.8620443655525463,2313.941798424835,2329.093988031797
156,2748936636,True,,20,2025-05-21,0.27979087135625286,0.17430886270146434,0.9999665226651695,0.9998884409530235,1.3989543567812641,0.8715443135073216,True,1052495603.925092,2622.795499997002,0.7649456180869691,2418.830779874938,2433.9829694819
157,1955514563,True,,21,2025-05-22,0.27965898312525966,0.17643772853200831,1.0006814313686407,0.998242971210108,1.3982949156262983,0.8821886426600415,True,661351623.0264622,2079.076628607983,0.8391971475408444,2347.7418185462734,2362.8940081532355
158,1130455949,True,,20,2025-05-21,0.2753673758397442,0.17551976435855507,1.0097387591459714,1.0008217559449888,1.3768368791987209,0.8775988217927753,True,400378022.6429039,1617.6680194636508,0.9024279046363358,2270.9547144823428,2286.106904089305
159,2267546866,True,,23,2025-05-24,0.28039941420465614,0.17720192321104966,0.9980130338114369,0.9978777933268601,1.4019970710232805,0.8860096160552483,True,531339041.4026718,1863.5461336318792,0.8713871622482219,2314.2523613671556,2329.4045509741177
160,2386529035,True,,21,2025-05-22,0.27814266831319606,0.17492881271388405,0.999909682490792,0.9931177291756771,1.3907133415659803,0.8746440635694203,True,421291217.47839314,1659.3786093414078,0.8973270337398641,2278.7447347419748,2293.896924348937
161,3063362667,True,,19,2025-05-20,0.2796461383625952,0.17599366030478417,0.9627295829232627,0.9629068167301419,1.398230691812976,0.8799683015239208,True,644520640.0945606,2052.4505361232027,0.8412255561210427,2343.7976609618004,2358.9498505687625
162,1955521891,True,,20,2025-05-21,0.2786608084147315,0.17213279524063607,1.000455773354398,0.9998702878788548,1.3933040420736575,0.8606639762031804,True,578981487.5496064,1945.3001642631903,0.8592076867766865,2327.3905004949165,2342.5426901018786
163,4012306665,True,,21,2025-05-22,0.1883958245530573,0.1774153472769518,0.1393773585797315,2.638297959222447,0.9419791227652865,0.8870767363847589,True,1453284405.4296293,3081.9784043956206,0.6238956658128305,2468.1980647067703,2483.3502543137324
164,4052582721,True,,23,2025-05-24,0.27870663436931165,0.17567932721612353,0.9995741588352762,0.9973894612482436,1.3935331718465582,0.8783966360806176,True,466544127.69747466,1746.2267963144138,0.8655475311941396,2294.3550625646494,2309.5072521716115
165,2137449065,True,,22,2025-05-23,0.2807051154390897,0.17586496803482832,1.00026688198896,0.9997978549698044,1.4035255771954485,0.8793248401741416,True,477736369.63755417,1767.0483672700066,0.8713486426244847,2297.9821484110175,2313.1343380179796
166,2851872670,True,,24,2025-05-25,0.2800528633152378,0.17426109346178106,1.009689683908817,0.9999373496636919,1.400264316576189,0.8713054673089052,True,455401614.0560042,1725.2481379850676,0.8848994962927668,2290.656607171645,2305.8087967786073
167,852452429,True,,23,2025-05-24,0.2893157299446978,0.17600945043786337,1.0252925681922351,0.999304857433133,1.446578649723489,0.8800472521893168,True,426607963.0445478,1669.816558835264,0.8892773632238268,2280.663530636783,2295.815720243745
168,4210690130,True,,23,2025-05-24,0.28171459960373874,0.17508405233504612,0.9999296801244744,1.0047433508960797,1.4085729980186936,0.8754202616752306,True,595252947.6714828,1972.4457259057037,0.8570240769568547,2331.6310383090868,2346.783227916049
169,4044171416,True,,20,2025-05-21,0.2799254747699305,0.17305743476725907,1.0002216376309518,1.0006955592920732,1.3996273738496525,0.8652871738362953,True,763984181.1479087,2234.582883022566,0.8079206564355593,2369.813817193693,2384.966006800655
170,3577761385,True,,23,2025-05-24,0.28385161087801764,0.17333659025508474,1.0015185771712831,1.0122303272679836,1.4192580543900881,0.8666829512754237,True,748059750.3752797,2211.171502669459,0.8423296952421876,2366.5909902051485,2381.7431798121106
171,973645213,True,,25,2025-05-26,0.21403066313939198,0.167694499003433,0.1857777073264696,3.289843774610674,1.0701533156969598,0.8384724950171649,True,1618643303.508814,3252.594041190759,0.574746218675924,2484.6856857844255,2499.8378753913876
172,2511242320,True,,22,2025-05-23,0.2851086535138241,0.17401611114661164,0.9996617660537197,0.9999213965710209,1.4255432675691204,0.8700805557330582,True,279761507.506052,1352.2228311217334,0.9346817488511479,2216.1085480358543,2231.2607376428164
173,1991884102,True,,23,2025-05-24,0.28089016180681486,0.17678908120975426,1.0003734587043083,1.002718615284339,1.4044508090340742,0.8839454060487713,True,377888386.20232487,1571.578420998624,0.8981139521581186,2262.109741640818,2277.26193124778
174,4219087113,True,,17,2025-05-18,0.2835963684602891,0.1818750720542052,1.0012246544635761,1.0055916990102813,1.4179818423014456,0.909375360271026,True,741907947.5678984,2202.060751371624,0.7982018521309909,2365.327565260727,2380.4797548676893
175,2043914257,True,,23,2025-05-24,0.28171942095123687,0.17318814401712768,1.0031241353693143,1.0002487494872527,1.4085971047561843,0.8659407200856384,True,517064751.22967273,1838.343868260701,0.8793340927222707,2310.0858343515647,2325.238023958527
176,511674008,True,,23,2025-05-24,0.26098302987081845,0.17319273975602176,1.016471711091444,1.0055275109182336,1.3049151493540923,0.8659636987801087,True,780425224.4297094,2258.4991610193038,0.8206962242103754,2373.071469786997,2388.223659393959
177,32344258,True,,24,2025-05-25,0.26567950811485047,0.17269569971728482,0.7310718949347309,0.7786851624041886,1.3283975405742523,0.8634784985864241,True,466979092.21006495,1747.0406204429103,0.8946897717994149,2294.4976397899886,2309.6498293969507
178,1065489056,True,,23,2025-05-24,0.2809932368241786,0.17403550704109963,0.9996862908678023,1.0001578812245933,1.404966184120893,0.8701775352054981,True,396215647.66100395,1609.237321203518,0.8976731427311548,2269.355783454,2284.5079730609623
179,1418184085,True,,23,2025-05-24,0.2800011574731767,0.17496084820238866,1.0470519127533864,1.000292263011159,1.4000057873658835,0.8748042410119433,True,564403769.0537592,1920.6544518020894,0.8688694217944194,2323.4889077802554,2338.6410973872175
180,1641657852,True,,23,2025-05-24,0.28502455105618785,0.17368573974022072,0.9901292898677115,1.0049315249156356,1.4251227552809391,0.8684286987011036,True,652387473.8456389,2064.9383567776927,0.8503839177031678,2345.65382997412,2360.806019581082
181,2462570505,True,,21,2025-05-22,0.2793675511362376,0.17661851912352003,0.9999631063707836,0.9949281259352311,1.396837755681188,0.8830925956176001,True,538437673.8138509,1875.9532196841876,0.8624666791114151,2316.2828910741564,2331.4350806811185
182,2503181668,True,,21,2025-05-22,0.2802111720475308,0.17625675277194275,1.000321292769791,1.000045914726772,1.401055860237654,0.8812837638597137,True,598470286.5327277,1977.7690715080735,0.8588222465347684,2332.4557756076633,2347.6079652146254
183,3497798774,True,,37,2025-06-07,0.21919999640541438,0.17277012313803564,0.8254794339283614,1.3959195679189709,1.0959999820270718,0.8638506156901782,True,791681920.7611735,2274.7289154890345,0.8185704407475676,2375.2625468750616,2390.4147364820237
184,1853153624,True,,26,2025-05-27,0.15936796657814298,0.181407903345161,0.19407894011285012,4.410586349733039,0.7968398328907148,0.907039516725805,True,1765838587.8603988,3397.2678255954647,0.5604207834880667,2498.0024028970142,2513.1545925039763
185,165948513,True,,22,2025-05-23,0.2979728375100892,0.1754967120974531,0.9331925041853599,1.0062220171902856,1.489864187550446,0.8774835604872655,True,647795661.4849088,2057.658516809043,0.8371429335628295,2344.5731357349755,2359.7253253419376
186,1583758246,True,,23,2025-05-24,0.2803206939476593,0.17616344247058816,0.8239262018232946,1.169284014156801,1.4016034697382964,0.8808172123529407,True,558187798.6059232,1910.0487599530518,0.8590916787297774,2321.794519142732,2336.946708749694
187,744744767,True,,22,2025-05-23,0.26143478605262377,0.1767212518266616,1.000700359272408,0.9998474400455638,1.3071739302631187,0.8836062591333079,True,496435709.25074255,1801.2989308385622,0.8579348924861174,2303.8565734351073,2319.0087630420694
188,2322930144,True,,24,2025-05-25,0.28005879437455616,0.17469973651896234,1.0154876227699146,1.0064481418366895,1.4002939718727807,0.8734986825948117,True,325173343.57502353,1457.8463468687587,0.914339072356968,2239.1229493585774,2254.2751389655396
189,2704198525,True,,30,2025-05-31,0.1744660864652066,0.17583464699498988,0.087611108419924,3.6269284799917174,0.8723304323260329,0.8791732349749494,True,1411356513.2283595,3037.194819902333,0.6507649235333537,2463.7190212068917,2478.871210813854
190,2237470678,True,,40,2025-06-10,0.21689563720914057,0.1703595773054507,1.0967192190382726,1.2688431509895266,1.0844781860457027,0.8517978865272535,True,1268348106.2552714,2879.21115995844,0.7019460245903117,2447.373119642786,2462.5253092497483
